,小区名字,总价,户型,建筑面积,单价,区域
68,保利春天里,79.8,3室2厅,89.66平米,8901,南昌县
69,洪客隆英伦联邦,142,3室2厅,128平米,11094,经开区
70,保集半岛一期,89.8,3室2厅,89平米,10090,南昌县
71,新力龙湾一期,129.6,3室2厅,102.42平米,12654,新建区
72,恒茂国际都会,220,3室2厅,122.52平米,17957,青山湖区
73,中鼎珑园,147,3室2厅,103.15平米,14252,高新区
74,大唐东汇,210,3室2厅,112.47平米,18672,高新区
75,绿地国际博览城二期博隆,150,3室2厅,95.08平米,15777,红谷滩
76,南天金源,135,3室2厅,89.94平米,15011,经开区
77,南天金源,155,3室2厅,92.02平米,16845,经开区
78,艾溪康桥,230,4室2厅,141.76平米,16225,高新区
79,紫金城,169,3室2厅,116.4平米,14519,东湖区
80,保利东湾国际,126,3室2厅,86.33平米,14596,高新区
81,南天金源,163,4室2厅,118平米,13814,经开区
82,新力金沙湾,135,3室2厅,106.44平米,12684,南昌县
1,天赐良园,170,3室2厅,116.6平米,14580,红谷滩
2,南昌恒大绿洲六期,136,4室2厅,174.89平米,7777,南昌县
3,绿地悦城E区,330,3室2厅,143.24平米,23039,红谷滩
4,金麒麟世家半山半城,104,3室2厅,105.12平米,9894,新建区
5,正荣大湖之都,66,2室2厅,89.43平米,7381,南昌县
6,金边瑞香苑,129,3室2厅,129.72平米,9945,高新区
7,银城江畔,98,3室2厅,111.1平米,8821,南昌县
8,绿地国际博览城一期藏珑,159,3室2厅,108.18平米,14698,红谷滩
9,洪城锦苑,68.9,3室2厅,113.12平米,6091,经开区
10,联发君领朝阳,320,3室2厅,129.41平米,24728,西湖区
11,世纪风情三期,125,3室2厅,95.28平米,13120,青山湖区
12,南部美的城,76.8,3室2厅,87.95平米,8733,南昌县
13,居住主题公园-玫瑰华庭,100,3室2厅,120.88平米,8273,南昌县
14,保利东湾国际,126,3室1厅,87.54平米,14394,高新区
15,幸福时光三期,112.5,3室2厅,88.84平米,12664,南昌县
16,绿地国际博览城二期博睿,180,3室1厅,115.5平米,15585,红谷滩
17,新力愉景湾,142,3室2厅,107.8平米,13173,南昌县
18,孺子路,66,3室2厅,62.28平米,10598,西湖区
19,华侨城万科,245,3室2厅,106.17平米,23077,西湖区
20,江纺住宅七区,55,2室1厅,73.04平米,7531,青山湖区
21,千禧颐河园,132.8,3室2厅,139.93平米,9491,西湖区
22,南天金源,184.2,4室2厅,117.62平米,15661,经开区
23,隆祥苑,85,2室2厅,79.88平米,10641,新建区
24,景城名郡,95,3室2厅,94.74平米,10028,南昌县
25,朝阳时代广场,70,2室2厅,70.19平米,9973,西湖区
26,新力钰珑湾南区,68,3室1厅,83.15平米,8178,新建区
27,绿地国际博览城二期博隆,190,3室2厅,114.16平米,16644,红谷滩
28,万科金域国际,156,3室2厅,110平米,14182,经开区
29,红谷·新城,119,3室2厅,95.73平米,12431,新建区
30,联泰香域滨江,295,3室2厅,142.12平米,20758,红谷滩
31,南天金源,172,4室2厅,110.37平米,15584,经开区
32,万达华府,200,3室2厅,127.85平米,15644,红谷滩
33,伟梦东方院,139.9,4室2厅,168.1平米,8323,南昌县
34,绿地香颂北区,130,3室2厅,102.16平米,12726,红谷滩
35,景城名郡,55,2室1厅,54.64平米,10066,南昌县
36,力高澜湖御景,95,3室2厅,87.96平米,10801,南昌县
37,金塔东街,49,2室1厅,56.01平米,8749,西湖区
38,前进路小区,46.8,2室2厅,52.16平米,8973,西湖区
39,居住主题公园-玫瑰华庭,132.8,5室2厅,175.83平米,7553,南昌县
40,中央香榭,250,3室2厅,111.02平米,22519,红谷滩
41,银河城春晓苑,66,3室2厅,96平米,6875,南昌县
42,万科公园里（月坊金色小区）,140,3室2厅,99.31平米,14098,青山湖区
43,福祥家园,70,2室2厅,73.04平米,9584,青云谱区
44,星加坡花园,100,3室2厅,133.11平米,7513,西湖区
45,银亿上尚城南区,85,3室2厅,83.43平米,10189,南昌县
46,贤士一路社区,95,4室2厅,89.26平米,10644,东湖区
47,新力怡园,112,3室1厅,88.91平米,12598,新建区
48,保集半岛一期,100,3室2厅,89平米,11236,南昌县
49,王家社区,99.8,3室2厅,98.96平米,10085,南昌县
50,景城名郡,66.8,2室2厅,69.45平米,9619,南昌县
51,通源新建城,88,3室2厅,107平米,8225,新建区
52,通源新建城,85,3室2厅,107.65平米,7896,新建区
53,西站瑞都,152,4室2厅,139.51平米,10896,新建区
54,新力金沙湾,170,3室2厅,111.1平米,15302,南昌县
55,恒大绿洲四期,90,3室2厅,121.65平米,7399,南昌县
56,江西奥林匹克花园,83,3室2厅,89.44平米,9280,南昌县
57,伟梦东方院,138,4室2厅,141.46平米,9756,南昌县
58,万达文化旅游城N2区,92,3室1厅,98.5平米,9341,红谷滩
59,南昌恒大城,81.8,3室2厅,94.66平米,8642,南昌县
60,新琚花园A1区,155,3室2厅,105.13平米,14744,红谷滩
61,金涛御景花园,85,3室2厅,103.45平米,8217,南昌县
62,新力钰珑湾南区,86,3室2厅,103.2平米,8334,新建区
63,君悦府,116,3室2厅,88.71平米,13077,南昌县
64,银亿上尚城南区,120,3室2厅,107.57平米,11156,南昌县
65,绿地国际博览城二期云玺,294,4室2厅,141.29平米,20809,红谷滩
66,容州港九城,93,3室2厅,106.95平米,8696,新建区
67,汇仁阳光花园,95,4室2厅,129.92平米,7313,南昌县
68,九龙湖新区上海建工恒锦家苑,163,3室2厅,99.38平米,16402,红谷滩
69,新力琥珀园一期,164,3室2厅,116.07平米,14130,红谷滩
70,九悦澜湾,53.9,2室2厅,72.57平米,7428,新建区
71,隆祥苑,118,3室2厅,115.2平米,10244,新建区
72,居住主题公园-桂芳景绣花园洋房,107,3室2厅,127.56平米,8389,南昌县
73,绿地玫瑰城西区,186,3室2厅,110.28平米,16867,高新区
74,绿地国际博览城二期博浩,182.5,3室2厅,115.75平米,15767,红谷滩
75,绿地学府公馆,99,3室2厅,107.06平米,9248,红谷滩
76,西站瑞都,117,3室2厅,114.45平米,10223,新建区
77,新力金沙湾,152,3室2厅,106.44平米,14281,南昌县
78,绿地国际博览城二期博睿,200,3室2厅,126.72平米,15783,红谷滩
1,艾水清园,172,2室2厅,93.4平米,18416,高新区
2,绿地悦公馆,116,3室2厅,117.15平米,9902,经开区
3,阳光嘉苑,143.8,3室2厅,135.75平米,10594,青山湖区
4,凤凰城凤鸣苑,210,2室2厅,85.96平米,24430,红谷滩
5,众森红谷一品,176,3室2厅,116平米,15173,经开区
6,中央首府,116,3室2厅,89.3平米,12990,南昌县
7,世纪中央城二期,102.5,1室1厅,47.12平米,21753,红谷滩
8,莱蒙都会北区,235,2室2厅,85.93平米,27348,红谷滩
9,洪客隆英伦联邦,125,4室2厅,102.21平米,12230,经开区
10,平安象湖风情,63.8,3室2厅,66.4平米,9609,南昌县
11,玺园南区,162,5室2厅,159.83平米,10136,南昌县
12,世茂大观北苑,200,3室2厅,114.71平米,17436,西湖区
13,上海路住宅区,54,2室2厅,60.74平米,8891,青山湖区
14,江铃梨园一区南区,58,2室2厅,65.99平米,8790,青云谱区
15,郡南府,108,3室1厅,87.58平米,12332,青云谱区
16,中骏尚城,155,3室2厅,96.11平米,16128,西湖区
17,天骥俊园,110,2室2厅,88.2平米,12472,东湖区
18,万达文化旅游城A2区,86,2室2厅,79.52平米,10815,红谷滩
19,正荣大湖之都（观澜郡）,73,3室2厅,101.75平米,7175,南昌县
20,城东花园,60,2室1厅,76.79平米,7814,青山湖区
21,爱国路,73.8,2室1厅,63.16平米,11685,东湖区
22,天宁小区,36,2室2厅,62.8平米,5733,湾里区
23,万达文化旅游城万达首府L1区,103,3室2厅,109.4平米,9415,红谷滩
24,万科城三期,116,3室2厅,93.43平米,12416,青山湖区
25,万科金域国际,139.8,3室2厅,108.38平米,12900,经开区
26,硕丰西湖里,54,2室2厅,60.02平米,8998,南昌县
27,天兴翰林苑,105,3室2厅,114平米,9211,新建区
28,万达文化旅游城C区,83,2室2厅,79.45平米,10447,红谷滩
29,新力帝泊湾,142,3室2厅,107平米,13272,经开区
30,国贸蓝湾,218,3室2厅,118.2平米,18444,西湖区
31,万达文化旅游城C区,83,2室2厅,79.45平米,10447,红谷滩
32,万科城一二期,116,3室2厅,96.29平米,12047,青山湖区
33,保利香槟国际（艾溪湖二路66号）,143,3室2厅,92.2平米,15510,高新区
34,江西省人民政府大院,109,2室2厅,77.67平米,14034,东湖区
35,硕丰西湖里,54,2室2厅,60平米,9000,南昌县
36,凤凰城凤鸣苑,215,2室2厅,89.46平米,24034,红谷滩
37,世纪风情三期,93,2室2厅,82.54平米,11268,青山湖区
38,青山湖香溢花城一期,188,3室2厅,132.89平米,14148,青山湖区
39,盛世经典,203.9,3室2厅,107.02平米,19051,红谷滩
40,桃苑心雨花园,165,3室2厅,167.2平米,9869,西湖区
41,保利中航城,140,3室2厅,113.74平米,12309,青云谱区
42,新力龙湾一期,128,3室2厅,102.41平米,12499,新建区
43,华润橡树湾橡府,162.8,3室2厅,110.53平米,14730,西湖区
44,万科玖里,120,3室2厅,98.17平米,12224,经开区
45,秀泊经典,255,3室2厅,137.7平米,18519,青山湖区
46,盛世华庭西区,108,2室2厅,74.84平米,14431,经开区
47,尚南云顶,102,3室2厅,120平米,8500,南昌县
48,经开正荣府,167,4室2厅,117.93平米,14161,经开区
49,江中花园,125,3室2厅,101.82平米,12277,东湖区
50,南昌市煤气公司住宅小区,70,2室2厅,74.04平米,9455,东湖区
51,联泰天悦,289,3室2厅,116.69平米,24767,红谷滩
52,绿地外滩公馆,335,3室2厅,108.21平米,30959,红谷滩
53,幸福时光五期,162,4室1厅,141.66平米,11436,南昌县
54,竑鼎福第,135,3室2厅,99.17平米,13613,东湖区
55,绿地悦公馆,137,3室2厅,118.32平米,11579,经开区
56,世纪风情三期,108,3室2厅,101.06平米,10687,青山湖区
57,中兴和园西区,238,3室2厅,126.77平米,18775,高新区
58,福山花园,145,3室2厅,154.58平米,9381,西湖区
59,万科金域国际,112,3室2厅,88平米,12728,经开区
60,名仕花城,220,4室2厅,185.17平米,11881,西湖区
61,湖韵天成,138,3室2厅,123.15平米,11206,高新区
62,名仕花城,220,4室2厅,185.17平米,11881,西湖区
63,保利香槟国际（艾溪湖二路66号）,149,3室2厅,93.55平米,15928,高新区
64,艾湖家园,210,3室2厅,97.54平米,21530,高新区
65,联泰香域中央A区,288,4室2厅,98.65平米,29195,红谷滩
66,湖韵天成,146,3室2厅,119.9平米,12177,高新区
67,绿地外滩公馆,300,3室2厅,108.21平米,27724,红谷滩
68,万科海上传奇,193,3室2厅,94.17平米,20495,高新区
69,君悦府,118,3室2厅,89平米,13259,南昌县
70,绿地玫瑰城东区,155,3室2厅,90.94平米,17045,高新区
71,中鼎珑园,155,3室2厅,103.15平米,15027,高新区
72,尚水花园,230,3室2厅,143.26平米,16055,西湖区
73,联泰香域中央A区,410,4室2厅,153.06平米,26787,红谷滩
74,万科璞悦里,75,3室2厅,89.11平米,8417,湾里区
75,新力龙湾一期,95,3室2厅,89.14平米,10658,新建区
76,万科城一二期,117,3室2厅,90.1平米,12986,青山湖区
77,玉带明珠邮政住宅区东区,130,2室2厅,106.96平米,12155,青云谱区
78,红谷·新城,98,3室2厅,76平米,12895,新建区
79,永通澄湖国际商业街,141.8,4室2厅,104.5平米,13570,南昌县
1,世纪风情三期,115,2室2厅,81.28平米,14149,青山湖区
2,红光楼小区,50,2室1厅,51.61平米,9689,西湖区
3,保集半岛御河湾二期,93.5,3室1厅,82.08平米,11392,南昌县
4,千禧颐河园,139,3室2厅,131.42平米,10577,西湖区
5,江中小区,75,2室1厅,91.12平米,8231,东湖区
6,华侨城万科,368,4室2厅,147.61平米,24931,西湖区
7,西站瑞都,113,3室2厅,114.44平米,9875,新建区
8,新力合园,141,3室2厅,118.29平米,11920,红谷滩
9,湖韵天成,150,3室2厅,119.9平米,12511,高新区
10,万科城一二期,155,3室2厅,113.55平米,13651,青山湖区
11,保集半岛御河湾三期,131,4室2厅,124平米,10565,南昌县
12,西站瑞都,112,3室2厅,114.45平米,9786,新建区
13,经开正荣府,156,4室2厅,118平米,13221,经开区
14,绿地国际博览城一期卧珑,140,3室2厅,96.19平米,14555,红谷滩
15,新力怡园,110,3室2厅,88.91平米,12373,新建区
16,梦里水乡,145,3室1厅,130平米,11154,南昌县
17,恒锦花苑一区,168,3室2厅,98.39平米,17075,红谷滩
18,西站瑞都,126,3室2厅,114.5平米,11005,新建区
19,正荣大湖之都,97.6,3室2厅,85.31平米,11441,南昌县
20,新力龙湾一期,115,3室2厅,103平米,11166,新建区
21,西站瑞都,102,3室2厅,106.42平米,9585,新建区
22,恒锦花苑一区,158,3室2厅,99.29平米,15913,红谷滩
23,新力怡园,116,3室2厅,88平米,13182,新建区
24,正荣大湖之都蓝汀岸,76,3室2厅,98平米,7756,南昌县
25,万科金域国际,140,3室2厅,110平米,12728,经开区
26,名门世家,190,3室2厅,102.93平米,18460,红谷滩
27,恒茂国际华城,41,1室1厅,47.48平米,8636,西湖区
28,经开正荣府,145,4室2厅,117.93平米,12296,经开区
29,江铜花苑,218,5室2厅,176.12平米,12378,高新区
30,阳光嘉苑,277,6室3厅,268.51平米,10317,青山湖区
31,阳光嘉苑,277,6室3厅,268.51平米,10317,青山湖区
32,福铁小区,49,3室1厅,71.31平米,6872,南昌县
33,硕丰西湖里,53,2室2厅,60.43平米,8771,南昌县
34,中兴和园西区,138,2室2厅,86.98平米,15866,高新区
35,新力银湖湾,108,3室2厅,105.19平米,10268,南昌县
36,郡南府,78.5,2室1厅,60.87平米,12897,青云谱区
37,大士院街,23,1室1厅,36.51平米,6300,东湖区
38,恒大名都,160,2室2厅,88.17平米,18147,高新区
39,桃苑社区二区,87,2室2厅,85.63平米,10160,西湖区
40,尚东大道,116,2室2厅,97.41平米,11909,青山湖区
41,江纺住宅七区,35,1室1厅,52.25平米,6699,青山湖区
42,幸福家园,71.8,2室2厅,96.65平米,7429,新建区
43,绿都丹石街区,67.8,2室2厅,76.44平米,8870,青山湖区
44,淘鑫未未来,25,2室1厅,44.54平米,5613,新建区
45,榕门路,32,1室1厅,48.51平米,6597,东湖区
46,世纪风情三期,148,3室2厅,120.99平米,12233,青山湖区
47,香溢花城二区,110,2室2厅,84.55平米,13011,青山湖区
48,文和苑,81,2室1厅,73.28平米,11054,青云谱区
49,香缇溪岸,127,3室2厅,111.44平米,11397,青山湖区
50,莱蒙都会北区,228,2室2厅,85.93平米,26534,红谷滩
51,莱茵半岛,102.5,2室2厅,95.78平米,10702,西湖区
52,世纪中央城一期,261,3室2厅,119.87平米,21774,红谷滩
53,汇仁阳光花园,102,4室2厅,111.22平米,9172,南昌县
54,红谷春晖园,189,2室2厅,89.19平米,21191,红谷滩
55,保利香槟国际（艾溪湖二路66号）,141,3室1厅,94平米,15000,高新区
56,万科四季花城北区,151,2室1厅,93.42平米,16164,高新区
57,华润橡树湾橡府,152,3室2厅,90.12平米,16867,西湖区
58,丽景苑,56,2室2厅,85.43平米,6556,经开区
59,名实花园,175,3室2厅,194.73平米,8987,东湖区
60,西书院社区健身楼院,33,1室1厅,40.54平米,8141,西湖区
61,路通沁园,133,2室2厅,91.66平米,14511,高新区
62,城开国际学园,42,1室1厅,43.98平米,9550,新建区
63,恒茂英伦国际,68.9,2室2厅,81.07平米,8499,青云谱区
64,水榭花都,95,2室1厅,81.09平米,11716,青云谱区
65,恒大名都,135,2室2厅,82.24平米,16416,高新区
66,五湖·国际,125,2室2厅,83.73平米,14929,高新区
67,文教路,62,2室1厅,63.7平米,9734,东湖区
68,龙盛建设佳园,85,3室2厅,99.39平米,8553,西湖区
69,康健里九里象湖城,78,2室2厅,97.18平米,8027,南昌县
70,向阳路,46,2室1厅,58.54平米,7858,南昌县
71,万达华府,150,2室2厅,94.02平米,15955,红谷滩
72,南昌恒大华府,209,3室2厅,108.31平米,19297,西湖区
73,博泰魏玛峰尚一期,72,2室2厅,84.36平米,8535,青云谱区
74,莱蒙都会南区,305,3室2厅,96.89平米,31479,红谷滩
75,保利香槟国际（艾溪湖二路66号）,138,3室2厅,94平米,14681,高新区
76,工贸一村,52,2室1厅,49.52平米,10501,西湖区
77,恒大名都,156,3室2厅,91.05平米,17134,高新区
78,保集半岛一期,98,3室1厅,86.71平米,11303,南昌县
1,水利设计院宿舍,66,2室2厅,69.63平米,9479,青山湖区
2,天使水榭湾南区,111.8,2室2厅,88.52平米,12630,青云谱区
3,上塘塍街,38,2室1厅,51.83平米,7332,西湖区
4,世纪之星小区,95,3室2厅,112.25平米,8464,青山湖区
5,江西省地质调查研究院宿舍,40,2室1厅,64.24平米,6227,青云谱区
6,梦里水乡,90,2室2厅,89.07平米,10105,南昌县
7,海亮尊园,115,2室1厅,85.56平米,13441,青山湖区
8,海亮尊园,115,2室2厅,87.51平米,13142,青山湖区
9,城开国际学园,56,2室1厅,56.93平米,9837,新建区
10,经堂巷,78,2室1厅,59.88平米,13027,东湖区
11,世茂大观一期南苑,202,3室2厅,117.62平米,17174,西湖区
12,金色学府,109.6,3室2厅,90.11平米,12163,南昌县
13,联发君悦华庭,125,2室2厅,79.16平米,15791,西湖区
14,万科城一二期,115,3室2厅,88.96平米,12928,青山湖区
15,城东花园,63,2室2厅,76.79平米,8205,青山湖区
16,江橡宿舍二区,45,2室1厅,62.33平米,7220,青山湖区
17,百城晶典,67,2室2厅,88.01平米,7613,南昌县
18,新力愉景湾,113,3室2厅,92.95平米,12158,南昌县
19,城发红谷十二庭,85,2室1厅,70平米,12143,新建区
20,万达星城西区,154,2室2厅,92.6平米,16631,红谷滩
21,万达文化旅游城D区,143,3室2厅,130.11平米,10991,红谷滩
22,象湖里九里象湖城,88.8,3室2厅,102.53平米,8661,南昌县
23,枫庐新天地,76,3室2厅,109平米,6973,经开区
24,海亮·瓏園,148,3室2厅,87.72平米,16872,西湖区
25,贵都国际花城小区,79,3室2厅,114平米,6930,南昌县
26,万科四季花城北区,210,3室2厅,124.59平米,16856,高新区
27,通源新建城,78,3室2厅,107.3平米,7270,新建区
28,中兴华庭,185,3室2厅,133.83平米,13824,红谷滩
29,玉带明珠邮政住宅小区西区,150,3室2厅,124.01平米,12096,青云谱区
30,紫阳花园,78,3室2厅,106.23平米,7343,南昌县
31,路通沁园,135,3室2厅,107.7平米,12535,高新区
32,玉带明珠邮政住宅小区西区,150,3室2厅,124.01平米,12096,青云谱区
33,中兴华庭,185,3室2厅,133.83平米,13824,红谷滩
34,华侨城万科,239,3室2厅,105.46平米,22663,西湖区
35,绿地悦公馆,115,3室2厅,118平米,9746,经开区
36,九龙湖新区上海建工恒锦家苑,294,4室2厅,142.26平米,20667,红谷滩
37,紫金园东区,180,3室2厅,111.82平米,16098,红谷滩
38,桃源丰景小区,72,2室1厅,83平米,8675,南昌县
39,万科城三期,157,3室2厅,115.64平米,13577,青山湖区
40,莱蒙都会南区,273,3室1厅,101.36平米,26934,红谷滩
41,绿地玫瑰城西区,186,3室2厅,109.83平米,16936,高新区
42,洪客隆英伦联邦,135,3室2厅,97平米,13918,经开区
43,绿都·温莎城堡,139,3室2厅,91.08平米,15262,高新区
44,海珀九龙,265,3室2厅,159.25平米,16641,红谷滩
45,绿地国际博览城二期博翠,154,3室2厅,92.92平米,16574,红谷滩
46,江西奥林匹克花园,83.8,3室2厅,90平米,9312,南昌县
47,万达星城西区,215,3室2厅,137.81平米,15602,红谷滩
48,莲塘中大道,65,3室2厅,121平米,5372,南昌县
49,澄湖左岸,109,3室2厅,90.36平米,12063,南昌县
50,汇仁阳光花园,96,3室2厅,89平米,10787,南昌县
51,新力琥珀园一期,134,3室2厅,88.84平米,15084,红谷滩
52,绿地悦公馆,105,3室2厅,117.15平米,8963,经开区
53,南天金源,235,5室2厅,140.57平米,16718,经开区
54,新力琥珀园二期,130,3室2厅,89.28平米,14561,红谷滩
55,福山花园,140,4室2厅,154.96平米,9035,西湖区
56,君悦府,116,3室2厅,88.06平米,13173,南昌县
57,盛世华庭东区,128,3室2厅,89.34平米,14328,经开区
58,明园九龙湾,305,3室1厅,127.82平米,23862,红谷滩
59,绿地悦公馆,101,3室2厅,96.8平米,10434,经开区
60,南天金源,166,4室2厅,126平米,13175,经开区
61,南天金源,166,4室2厅,126平米,13175,经开区
62,新力龙湾一期,103,3室2厅,90.83平米,11340,新建区
63,凤凰城凤鸣苑,290,3室2厅,132.53平米,21882,红谷滩
64,联泰香域中央B区,298,3室2厅,143.06平米,20831,红谷滩
65,赣电开元国际,188,3室2厅,108.81平米,17278,高新区
66,绿地悦公馆,86,3室1厅,96.8平米,8885,经开区
67,万达文化旅游城C区,130,3室2厅,110.82平米,11731,红谷滩
68,保利春天里,79.8,3室2厅,89.66平米,8901,南昌县
69,洪客隆英伦联邦,142,3室2厅,128平米,11094,经开区
70,保集半岛一期,89.8,3室2厅,89平米,10090,南昌县
71,新力龙湾一期,129.6,3室2厅,102.42平米,12654,新建区
72,恒茂国际都会,220,3室2厅,122.52平米,17957,青山湖区
73,中鼎珑园,147,3室2厅,103.15平米,14252,高新区
74,大唐东汇,210,3室2厅,112.47平米,18672,高新区
75,绿地国际博览城二期博隆,150,3室2厅,95.08平米,15777,红谷滩
76,南天金源,135,3室2厅,89.94平米,15011,经开区
77,南天金源,155,3室2厅,92.02平米,16845,经开区
78,艾溪康桥,230,4室2厅,141.76平米,16225,高新区
79,紫金城,169,3室2厅,116.4平米,14519,东湖区
80,保利东湾国际,126,3室2厅,86.33平米,14596,高新区
81,南天金源,163,4室2厅,118平米,13814,经开区
82,新力金沙湾,135,3室2厅,106.44平米,12684,南昌县
1,天赐良园,170,3室2厅,116.6平米,14580,红谷滩
2,南昌恒大绿洲六期,136,4室2厅,174.89平米,7777,南昌县
3,绿地悦城E区,330,3室2厅,143.24平米,23039,红谷滩
4,金麒麟世家半山半城,104,3室2厅,105.12平米,9894,新建区
5,正荣大湖之都,66,2室2厅,89.43平米,7381,南昌县
6,金边瑞香苑,129,3室2厅,129.72平米,9945,高新区
7,银城江畔,98,3室2厅,111.1平米,8821,南昌县
8,绿地国际博览城一期藏珑,159,3室2厅,108.18平米,14698,红谷滩
9,洪城锦苑,68.9,3室2厅,113.12平米,6091,经开区
10,联发君领朝阳,320,3室2厅,129.41平米,24728,西湖区
11,世纪风情三期,125,3室2厅,95.28平米,13120,青山湖区
12,南部美的城,76.8,3室2厅,87.95平米,8733,南昌县
13,居住主题公园-玫瑰华庭,100,3室2厅,120.88平米,8273,南昌县
14,保利东湾国际,126,3室1厅,87.54平米,14394,高新区
15,幸福时光三期,112.5,3室2厅,88.84平米,12664,南昌县
16,绿地国际博览城二期博睿,180,3室1厅,115.5平米,15585,红谷滩
17,新力愉景湾,142,3室2厅,107.8平米,13173,南昌县
18,孺子路,66,3室2厅,62.28平米,10598,西湖区
19,华侨城万科,245,3室2厅,106.17平米,23077,西湖区
20,江纺住宅七区,55,2室1厅,73.04平米,7531,青山湖区
21,千禧颐河园,132.8,3室2厅,139.93平米,9491,西湖区
22,南天金源,184.2,4室2厅,117.62平米,15661,经开区
23,隆祥苑,85,2室2厅,79.88平米,10641,新建区
24,景城名郡,95,3室2厅,94.74平米,10028,南昌县
25,朝阳时代广场,70,2室2厅,70.19平米,9973,西湖区
26,新力钰珑湾南区,68,3室1厅,83.15平米,8178,新建区
27,绿地国际博览城二期博隆,190,3室2厅,114.16平米,16644,红谷滩
28,万科金域国际,156,3室2厅,110平米,14182,经开区
29,红谷·新城,119,3室2厅,95.73平米,12431,新建区
30,联泰香域滨江,295,3室2厅,142.12平米,20758,红谷滩
31,南天金源,172,4室2厅,110.37平米,15584,经开区
32,万达华府,200,3室2厅,127.85平米,15644,红谷滩
33,伟梦东方院,139.9,4室2厅,168.1平米,8323,南昌县
34,绿地香颂北区,130,3室2厅,102.16平米,12726,红谷滩
35,景城名郡,55,2室1厅,54.64平米,10066,南昌县
36,力高澜湖御景,95,3室2厅,87.96平米,10801,南昌县
37,金塔东街,49,2室1厅,56.01平米,8749,西湖区
38,前进路小区,46.8,2室2厅,52.16平米,8973,西湖区
39,居住主题公园-玫瑰华庭,132.8,5室2厅,175.83平米,7553,南昌县
40,中央香榭,250,3室2厅,111.02平米,22519,红谷滩
41,银河城春晓苑,66,3室2厅,96平米,6875,南昌县
42,万科公园里（月坊金色小区）,140,3室2厅,99.31平米,14098,青山湖区
43,福祥家园,70,2室2厅,73.04平米,9584,青云谱区
44,星加坡花园,100,3室2厅,133.11平米,7513,西湖区
45,银亿上尚城南区,85,3室2厅,83.43平米,10189,南昌县
46,贤士一路社区,95,4室2厅,89.26平米,10644,东湖区
47,新力怡园,112,3室1厅,88.91平米,12598,新建区
48,保集半岛一期,100,3室2厅,89平米,11236,南昌县
49,王家社区,99.8,3室2厅,98.96平米,10085,南昌县
50,景城名郡,66.8,2室2厅,69.45平米,9619,南昌县
51,通源新建城,88,3室2厅,107平米,8225,新建区
52,通源新建城,85,3室2厅,107.65平米,7896,新建区
53,西站瑞都,152,4室2厅,139.51平米,10896,新建区
54,新力金沙湾,170,3室2厅,111.1平米,15302,南昌县
55,恒大绿洲四期,90,3室2厅,121.65平米,7399,南昌县
56,江西奥林匹克花园,83,3室2厅,89.44平米,9280,南昌县
57,伟梦东方院,138,4室2厅,141.46平米,9756,南昌县
58,万达文化旅游城N2区,92,3室1厅,98.5平米,9341,红谷滩
59,南昌恒大城,81.8,3室2厅,94.66平米,8642,南昌县
60,新琚花园A1区,155,3室2厅,105.13平米,14744,红谷滩
61,金涛御景花园,85,3室2厅,103.45平米,8217,南昌县
62,新力钰珑湾南区,86,3室2厅,103.2平米,8334,新建区
63,君悦府,116,3室2厅,88.71平米,13077,南昌县
64,银亿上尚城南区,120,3室2厅,107.57平米,11156,南昌县
65,绿地国际博览城二期云玺,294,4室2厅,141.29平米,20809,红谷滩
66,容州港九城,93,3室2厅,106.95平米,8696,新建区
67,汇仁阳光花园,95,4室2厅,129.92平米,7313,南昌县
68,九龙湖新区上海建工恒锦家苑,163,3室2厅,99.38平米,16402,红谷滩
69,新力琥珀园一期,164,3室2厅,116.07平米,14130,红谷滩
70,九悦澜湾,53.9,2室2厅,72.57平米,7428,新建区
71,隆祥苑,118,3室2厅,115.2平米,10244,新建区
72,居住主题公园-桂芳景绣花园洋房,107,3室2厅,127.56平米,8389,南昌县
73,绿地玫瑰城西区,186,3室2厅,110.28平米,16867,高新区
74,绿地国际博览城二期博浩,182.5,3室2厅,115.75平米,15767,红谷滩
75,绿地学府公馆,99,3室2厅,107.06平米,9248,红谷滩
76,西站瑞都,117,3室2厅,114.45平米,10223,新建区
77,新力金沙湾,152,3室2厅,106.44平米,14281,南昌县
78,绿地国际博览城二期博睿,200,3室2厅,126.72平米,15783,红谷滩
1,艾水清园,172,2室2厅,93.4平米,18416,高新区
2,绿地悦公馆,116,3室2厅,117.15平米,9902,经开区
3,阳光嘉苑,143.8,3室2厅,135.75平米,10594,青山湖区
4,凤凰城凤鸣苑,210,2室2厅,85.96平米,24430,红谷滩
5,众森红谷一品,176,3室2厅,116平米,15173,经开区
6,中央首府,116,3室2厅,89.3平米,12990,南昌县
7,世纪中央城二期,102.5,1室1厅,47.12平米,21753,红谷滩
8,莱蒙都会北区,235,2室2厅,85.93平米,27348,红谷滩
9,洪客隆英伦联邦,125,4室2厅,102.21平米,12230,经开区
10,平安象湖风情,63.8,3室2厅,66.4平米,9609,南昌县
11,玺园南区,162,5室2厅,159.83平米,10136,南昌县
12,世茂大观北苑,200,3室2厅,114.71平米,17436,西湖区
13,上海路住宅区,54,2室2厅,60.74平米,8891,青山湖区
14,江铃梨园一区南区,58,2室2厅,65.99平米,8790,青云谱区
15,郡南府,108,3室1厅,87.58平米,12332,青云谱区
16,中骏尚城,155,3室2厅,96.11平米,16128,西湖区
